Club,Position(s),Base Salary,Guaranteed Compensation,Name,id,rating,player_image,player_name,country_image,league_image,position,club,league,pace,shooting,passing,dribbling,defending,physical,limit
Sporting Kansas City,M,"$475,000.00","$475,000.00",Oriol Rosell,1721a482-dbe4-11ed-af20-acde48001122,69,,Oriol Rosell,,,CDM,Sporting KC,Major League Soccer,36,56,66,66,66,69,3000
Sporting Kansas City,M,"$475,000.00","$475,000.00",Oriol Rosell,1721a482-dbe4-11ed-af20-acde48001122,69,,Oriol Rosell,,,CDM,Sporting KC,Major League Soccer,36,56,66,66,66,69,3500
Colorado Rapids,D,"$400,000.00","$400,000.00",Keegan Rosenberry,20e5a542-dbe2-11ed-af20-acde48001122,71,,Keegan Rosenberry,,,RB,Colorado Rapids,Major League Soccer,69,51,63,68,67,74,1500
Colorado Rapids,D,"$400,000.00","$400,000.00",Keegan Rosenberry,20e5a542-dbe2-11ed-af20-acde48001122,71,,Keegan Rosenberry,,,RB,Colorado Rapids,Major League Soccer,69,51,63,68,67,74,2000
Colorado Rapids,D,"$400,000.00","$400,000.00",Keegan Rosenberry,20e5a542-dbe2-11ed-af20-acde48001122,71,,Keegan Rosenberry,,,RB,Colorado Rapids,Major League Soccer,69,51,63,68,67,74,2500
Colorado Rapids,D,"$400,000.00","$400,000.00",Keegan Rosenberry,20e5a542-dbe2-11ed-af20-acde48001122,71,,Keegan Rosenberry,,,RB,Colorado Rapids,Major League Soccer,69,51,63,68,67,74,3000
Colorado Rapids,D,"$400,000.00","$400,000.00",Keegan Rosenberry,20e5a542-dbe2-11ed-af20-acde48001122,71,,Keegan Rosenberry,,,RB,Colorado Rapids,Major League Soccer,69,51,63,68,67,74,3500
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,500
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,1000
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,1500
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,2000
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,2500
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,3000
Atlanta United,M,"$550,000.00","$662,500.00",Matheus Rossetto,04b88d7a-dbe8-11ed-af20-acde48001122,67,,Matheus Rossetto,,,CAM,Atlanta United,Major League Soccer,72,61,65,71,42,58,3500
New York City FC,D-M,"$400,000.00","$493,956.00",James Sands,0d601af6-dbe3-11ed-af20-acde48001122,70,,James Sands,,,CDM,New York City FC,Major League Soccer,51,50,59,64,68,71,1000
New York City FC,D-M,"$400,000.00","$493,956.00",James Sands,0d601af6-dbe3-11ed-af20-acde48001122,70,,James Sands,,,CDM,New York City FC,Major League Soccer,51,50,59,64,68,71,1500
New York City FC,D-M,"$400,000.00","$493,956.00",James Sands,0d601af6-dbe3-11ed-af20-acde48001122,70,,James Sands,,,CDM,New York City FC,Major League Soccer,51,50,59,64,68,71,2000
New York City FC,D-M,"$400,000.00","$493,956.00",James Sands,0d601af6-dbe3-11ed-af20-acde48001122,70,,James Sands,,,CDM,New York City FC,Major League Soccer,51,50,59,64,68,71,2500
New York City FC,D-M,"$400,000.00","$493,956.00",James Sands,0d601af6-dbe3-11ed-af20-acde48001122,70,,James Sands,,,CDM,New York City FC,Major League Soccer,51,50,59,64,68,71,3000
New York City FC,D-M,"$400,000.00","$493,956.00",James Sands,0d601af6-dbe3-11ed-af20-acde48001122,70,,James Sands,,,CDM,New York City FC,Major League Soccer,51,50,59,64,68,71,3500
Columbus Crew,D,"$625,000.00","$687,500.00",Pedro Santos,35ad7da0-dbde-11ed-af20-acde48001122,75,,Pedro Santos,,,LM,Columbus Crew,Major League Soccer,76,71,73,75,64,64,2000
Columbus Crew,D,"$625,000.00","$687,500.00",Pedro Santos,35ad7da0-dbde-11ed-af20-acde48001122,75,,Pedro Santos,,,LM,Columbus Crew,Major League Soccer,76,71,73,75,64,64,2500
Columbus Crew,D,"$625,000.00","$687,500.00",Pedro Santos,35ad7da0-dbde-11ed-af20-acde48001122,75,,Pedro Santos,,,LM,Columbus Crew,Major League Soccer,76,71,73,75,64,64,3000
Columbus Crew,D,"$625,000.00","$687,500.00",Pedro Santos,35ad7da0-dbde-11ed-af20-acde48001122,75,,Pedro Santos,,,LM,Columbus Crew,Major League Soccer,76,71,73,75,64,64,3500
FC Cincinnati,F,"$850,000.00","$918,500.00",Sergio Santos,3266c17a-dbe2-11ed-af20-acde48001122,71,,Sergio Santos,,,ST,Philadelphia,Major League Soccer,90,66,55,72,26,70,2000
FC Cincinnati,F,"$850,000.00","$918,500.00",Sergio Santos,3266c17a-dbe2-11ed-af20-acde48001122,71,,Sergio Santos,,,ST,Philadelphia,Major League Soccer,90,66,55,72,26,70,2500
FC Cincinnati,F,"$850,000.00","$918,500.00",Sergio Santos,3266c17a-dbe2-11ed-af20-acde48001122,71,,Sergio Santos,,,ST,Philadelphia,Major League Soccer,90,66,55,72,26,70,3000
FC Cincinnati,F,"$850,000.00","$918,500.00",Sergio Santos,3266c17a-dbe2-11ed-af20-acde48001122,71,,Sergio Santos,,,ST,Philadelphia,Major League Soccer,90,66,55,72,26,70,3500
LAFC,D,"$200,000.00","$224,000.00",Eddie Segura,301bd300-dbe3-11ed-af20-acde48001122,70,,Eddie Segura,,,CB,LAFC,Major League Soccer,63,30,49,57,69,76,2000
LAFC,D,"$200,000.00","$224,000.00",Eddie Segura,301bd300-dbe3-11ed-af20-acde48001122,70,,Eddie Segura,,,CB,LAFC,Major League Soccer,63,30,49,57,69,76,2500
LAFC,D,"$200,000.00","$224,000.00",Eddie Segura,301bd300-dbe3-11ed-af20-acde48001122,70,,Eddie Segura,,,CB,LAFC,Major League Soccer,63,30,49,57,69,76,3000
LAFC,D,"$200,000.00","$224,000.00",Eddie Segura,301bd300-dbe3-11ed-af20-acde48001122,70,,Eddie Segura,,,CB,LAFC,Major League Soccer,63,30,49,57,69,76,3500
DC United,D,"$550,000.00","$591,250.00",Brad Smith,45757d4c-dbe7-11ed-af20-acde48001122,67,,Brad Smith,,,LWB,D.C. United,Major League Soccer,78,49,60,65,62,66,3000
DC United,D,"$550,000.00","$591,250.00",Brad Smith,45757d4c-dbe7-11ed-af20-acde48001122,67,,Brad Smith,,,LWB,D.C. United,Major League Soccer,78,49,60,65,62,66,3500
New England Revolution,F,"$606,375.00","$647,860.00",Ismael Tajouri-Shradi,2008279a-dbe1-11ed-af20-acde48001122,72,,Ismael Tajouri-Shradi,,,RW,New York City FC,Major League Soccer,82,70,64,75,33,57,1500
New England Revolution,F,"$606,375.00","$647,860.00",Ismael Tajouri-Shradi,2008279a-dbe1-11ed-af20-acde48001122,72,,Ismael Tajouri-Shradi,,,RW,New York City FC,Major League Soccer,82,70,64,75,33,57,2000
New England Revolution,F,"$606,375.00","$647,860.00",Ismael Tajouri-Shradi,2008279a-dbe1-11ed-af20-acde48001122,72,,Ismael Tajouri-Shradi,,,RW,New York City FC,Major League Soccer,82,70,64,75,33,57,2500
New England Revolution,F,"$606,375.00","$647,860.00",Ismael Tajouri-Shradi,2008279a-dbe1-11ed-af20-acde48001122,72,,Ismael Tajouri-Shradi,,,RW,New York City FC,Major League Soccer,82,70,64,75,33,57,3000
New England Revolution,F,"$606,375.00","$647,860.00",Ismael Tajouri-Shradi,2008279a-dbe1-11ed-af20-acde48001122,72,,Ismael Tajouri-Shradi,,,RW,New York City FC,Major League Soccer,82,70,64,75,33,57,3500
New York City FC,D,"$750,000.00","$800,000.00",Anton Tinnerholm,35f9177c-dbe0-11ed-af20-acde48001122,73,,Anton Tinnerholm,,,RB,New York City FC,Major League Soccer,74,52,66,69,68,77,2000
New York City FC,D,"$750,000.00","$800,000.00",Anton Tinnerholm,35f9177c-dbe0-11ed-af20-acde48001122,73,,Anton Tinnerholm,,,RB,New York City FC,Major League Soccer,74,52,66,69,68,77,2500
New York City FC,D,"$750,000.00","$800,000.00",Anton Tinnerholm,35f9177c-dbe0-11ed-af20-acde48001122,73,,Anton Tinnerholm,,,RB,New York City FC,Major League Soccer,74,52,66,69,68,77,3000
New York City FC,D,"$750,000.00","$800,000.00",Anton Tinnerholm,35f9177c-dbe0-11ed-af20-acde48001122,73,,Anton Tinnerholm,,,RB,New York City FC,Major League Soccer,74,52,66,69,68,77,3500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,1000
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,180eb2fe-dbda-11ed-af20-acde48001122,85,,Carlos Vela,,,RW,LAFC,Major League Soccer,83,84,81,86,33,70,1000
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,1500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,180eb2fe-dbda-11ed-af20-acde48001122,85,,Carlos Vela,,,RW,LAFC,Major League Soccer,83,84,81,86,33,70,1500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,2000
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,180eb2fe-dbda-11ed-af20-acde48001122,85,,Carlos Vela,,,RW,LAFC,Major League Soccer,83,84,81,86,33,70,2000
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,2500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,180eb2fe-dbda-11ed-af20-acde48001122,85,,Carlos Vela,,,RW,LAFC,Major League Soccer,83,84,81,86,33,70,2500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,3000
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,180eb2fe-dbda-11ed-af20-acde48001122,85,,Carlos Vela,,,RW,LAFC,Major League Soccer,83,84,81,86,33,70,3000
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,03b035d4-dbdb-11ed-af20-acde48001122,83,,Carlos Vela,,,RW,LAFC,Major League Soccer,80,82,78,84,31,67,3500
LAFC,F,"$2,400,000.00","$2,737,500.00",Carlos Vela,180eb2fe-dbda-11ed-af20-acde48001122,85,,Carlos Vela,,,RW,LAFC,Major League Soccer,83,84,81,86,33,70,3500
LA Galaxy,D,"$750,000.00","$821,458.00",Derrick Williams,214e0972-dbe5-11ed-af20-acde48001122,69,,Derrick Williams,,,CB,LA Galaxy,Major League Soccer,66,46,57,61,67,76,1500
LA Galaxy,D,"$750,000.00","$821,458.00",Derrick Williams,214e0972-dbe5-11ed-af20-acde48001122,69,,Derrick Williams,,,CB,LA Galaxy,Major League Soccer,66,46,57,61,67,76,2000
LA Galaxy,D,"$750,000.00","$821,458.00",Derrick Williams,214e0972-dbe5-11ed-af20-acde48001122,69,,Derrick Williams,,,CB,LA Galaxy,Major League Soccer,66,46,57,61,67,76,2500
LA Galaxy,D,"$750,000.00","$821,458.00",Derrick Williams,214e0972-dbe5-11ed-af20-acde48001122,69,,Derrick Williams,,,CB,LA Galaxy,Major League Soccer,66,46,57,61,67,76,3000
LA Galaxy,D,"$750,000.00","$821,458.00",Derrick Williams,214e0972-dbe5-11ed-af20-acde48001122,69,,Derrick Williams,,,CB,LA Galaxy,Major League Soccer,66,46,57,61,67,76,3500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,1000
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,181ab8e8-dbd9-11ed-af20-acde48001122,87,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,89,87,78,83,48,90,1000
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,1500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,181ab8e8-dbd9-11ed-af20-acde48001122,87,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,89,87,78,83,48,90,1500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,2000
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,181ab8e8-dbd9-11ed-af20-acde48001122,87,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,89,87,78,83,48,90,2000
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,2500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,181ab8e8-dbd9-11ed-af20-acde48001122,87,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,89,87,78,83,48,90,2500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,3000
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,181ab8e8-dbd9-11ed-af20-acde48001122,87,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,89,87,78,83,48,90,3000
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,007b7ab8-dbe0-11ed-af20-acde48001122,73,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,85,71,52,68,44,79,3500
Colorado Rapids,F,"$1,500,000.00","$1,550,000.00",Gyasi Zardes,181ab8e8-dbd9-11ed-af20-acde48001122,87,,Gyasi Zardes,,,ST,Columbus Crew,Major League Soccer,89,87,78,83,48,90,3500
Nashville SC,D,"$2,088,235.00","$2,345,214.00",Walker Zimmerman,2325865e-dbdf-11ed-af20-acde48001122,74,,Walker Zimmerman,,,CB,Nashville SC,Major League Soccer,52,50,54,55,72,84,1500
Nashville SC,D,"$2,088,235.00","$2,345,214.00",Walker Zimmerman,2325865e-dbdf-11ed-af20-acde48001122,74,,Walker Zimmerman,,,CB,Nashville SC,Major League Soccer,52,50,54,55,72,84,2000
Nashville SC,D,"$2,088,235.00","$2,345,214.00",Walker Zimmerman,2325865e-dbdf-11ed-af20-acde48001122,74,,Walker Zimmerman,,,CB,Nashville SC,Major League Soccer,52,50,54,55,72,84,2500
Nashville SC,D,"$2,088,235.00","$2,345,214.00",Walker Zimmerman,2325865e-dbdf-11ed-af20-acde48001122,74,,Walker Zimmerman,,,CB,Nashville SC,Major League Soccer,52,50,54,55,72,84,3000
Nashville SC,D,"$2,088,235.00","$2,345,214.00",Walker Zimmerman,2325865e-dbdf-11ed-af20-acde48001122,74,,Walker Zimmerman,,,CB,Nashville SC,Major League Soccer,52,50,54,55,72,84,3500
Sporting Kansas City,D,"$450,000.00","$450,000.00",Graham Zusi,4cb927c2-dbe5-11ed-af20-acde48001122,69,,Graham Zusi,,,RB,Sporting KC,Major League Soccer,57,68,74,68,65,73,3000
Sporting Kansas City,D,"$450,000.00","$450,000.00",Graham Zusi,4cb927c2-dbe5-11ed-af20-acde48001122,69,,Graham Zusi,,,RB,Sporting KC,Major League Soccer,57,68,74,68,65,73,3500
